Materials,01 EN15804+A2 (EF 3.1) Klimawandel - total [kg CO2 Äquiv.],"02 EN15804+A2 (EF 3.1) Klimawandel, fossil [kg CO2 Äquiv.]",03 EN15804+A2 (EF 3.1) Klimawandel - biogen [kg CO2 Äquiv.],"04 EN15804+A2 (EF 3.1) Klimawandel, Landnutzung und Landnutzungsänderung [kg CO2 Äquiv.]",05 EN15804+A2 (EF 3.1) Ozonabbau [kg CFC-11 Äquiv.],06 EN15804+A2 (EF 3.1) Versauerung [Mole of H+ Äquiv.],"07 EN15804+A2 (EF 3.1) Eutrophierung, Frischwasser [kg P Äquiv.]","08 EN15804+A2 (EF 3.1) Eutrophierung, marine Ökosysteme [kg N Äquiv.]","09 EN15804+A2 (EF 3.1) Eutrophierung, terrestrische Ökosysteme [Mol von N-Äquiv.]","10 EN15804+A2 (EF 3.1) Fotochemisches Ozonbildungspotenzial, menschl. Gesundheit [kg NMVOC Äquiv.]","11 EN15804+A2 (EF 3.1) Ressourcenverbrauch, Mineralien und Metalle [kg Sb Äquiv.]","12 EN15804+A2 (EF 3.1) Ressourcenverbrauch, fossil [MJ]",13 EN15804+A2 (EF 3.1) Wassernutzung [m³ Weltäquiv.],01 EN15804+A2 Verbrauch von erneuerbarer Primärenergie (PERE) [MJ],02 EN15804+A2 Primärenergie zur stofflichen Nutzung (PERM) [MJ],03 EN15804+A2 Gesamtverbrauch von erneuerbarer Primärenergie (PERT) [MJ],04 EN15804+A2 Verbrauch von nicht-erneuerbarer Primärenergie (PENRE) [MJ],05 EN15804+A2 Nicht-erneuerbare Primärenergie zur stofflichen Nutzung (PENRM) [MJ],06 EN15804+A2 Gesamtverbrauch von nicht-erneuerbarer Primärenergie (PENRT) [MJ],07 EN15804+A2 Input von Sekundärwerkstoffen (SM) [kg],08 EN15804+A2 Verbrauch ern. Sekundärbrennstoffe (RSF) [MJ],09 EN15804+A2 Verbrauch nicht ern. Sekundärbrennstoffe (NRSF) [MJ],10 EN15804+A2 Frischwasserverbrauch (FW) [m3],01 EN15804+A2 Gefährlicher Abfall zur Beseitigung (HWD) [kg],02 EN15804+A2 Ungefährlicher Abfall zur Beseitigung (NHWD) [kg],03 EN15804+A2 radioaktiver Abfall zur Beseitigung (RWD) [kg],04 EN15804+A2 Komponenten für Wiederverwendung (CRU) [kg],05 EN15804+A2 Stoffe zum Recycling (MFR) [kg],06 EN15804+A2 Stoffe für die Energierückgewinnung (MER) [kg],07 EN15804+A2 Exportierte Energie elektrisch (EEE) [MJ],08 EN15804+A2 Exportierte Energie thermisch (EET) [MJ],01 EN15804+A2 Biogener Kohlenstoffgehalt im Produkt [kg],02 EN15804+A2 Biogener Kohlenstoffgehalt der Verpackung [kg],01 EN15804+A2 (EF 3.1) Feinstaub [Disease incidences],"02 EN15804+A2 (EF 3.1) Ionisierende Strahlung, Gesundheitliche Auswirkungen auf den Menschen [kBq U235 Äquiv.]","03 EN15804+A2 (EF 3.1) Ökotoxizität, Frischwasser [CTUe]","04 EN15804+A2 (EF 3.1) Humantoxizität, kanzerogen [CTUh]","05 EN15804+A2 (EF 3.1) Humantoxizität, nicht kanzerogen [CTUh]",06 EN15804+A2 (EF 3.1) Landnutzung [Pt]
AT: Aluminiumschrott beschichtetes Aluminiumprofil (wärmeisoliert) - Hydro Aluminium Nenzing (D aus A5) ts-EPD,-4.462709281,-4.440004934,-0.022704346,0,1.18E-08,-0.057509991,-1.05E-06,-0.003277067,-0.035828111,-0.012364408,-1.93E-06,-55.49013192,-3.448544174,-37.86895425,0,-37.86895425,-55.50710912,0,-55.50710912,0,0,0,-0.080292065,0,-1.207060429,-0.005547246,0,0,0,0,0,0,0,-5.62E-07,-0.380293724,-9.177225551,-8.60E-08,-7.42E-08,-0.092255376
AT: Aluminiumschrott pressblankes Aluminiumprofil - Hydro Aluminium Nenzing (D aus A5) ts-EPD,-6.592042166,-6.558734376,-0.03330779,0,1.73E-08,-0.084910911,-1.55E-06,-0.004838558,-0.052899841,-0.018255876,-2.85E-06,-81.95959735,-5.091865893,-55.91156886,0,-55.91156886,-81.98466193,0,-81.98466193,0,0,0,-0.118553339,0,-1.782064755,-0.008190653,0,0,0,0,0,0,0,-8.30E-07,-0.561467315,-13.55350614,-1.27E-07,-1.10E-07,-0.136294084
AT: Aluminiumschrott pressblankes Aluminiumprofil (mech. bearb.) - Hydro Aluminium Nenzing (D aus A5) ts-EPD,-7.591583433,-7.554596678,-0.036986755,0,1.96E-08,-0.097549217,-1.79E-06,-0.005560187,-0.060789606,-0.020976655,-3.28E-06,-94.34538787,-5.851107253,-64.23102631,0,-64.23102631,-94.37417368,0,-94.37417368,0,0,0,-0.136230669,0,-2.046640196,-0.009411935,0,0,0,0,0,0,0,-9.54E-07,-0.644909967,-15.593128,-1.46E-07,-1.26E-07,-0.157933085
AT: Aluminiumschrott pressblankes Aluminiumprofil (wärmeisoliert) - Hydro Aluminium Nenzing (D aus A5) ts-EPD,-4.432115011,-4.409718543,-0.022396468,0,1.16E-08,-0.057089654,-1.04E-06,-0.003253192,-0.035567073,-0.012274292,-1.92E-06,-55.10504898,-3.423501872,-37.59201595,0,-37.59201595,-55.12190111,0,-55.12190111,0,0,0,-0.079709007,0,-1.198168118,-0.005506963,0,0,0,0,0,0,0,-5.58E-07,-0.377501432,-9.112632534,-8.53E-08,-7.37E-08,-0.091636214
AT: Aluminiumschrott pulverbeschichtetes Aluminiumprofil - Hydro Aluminium Nenzing (D aus A5) ts-EPD,-6.45032021,-6.417506723,-0.032813487,0,1.70E-08,-0.083123404,-1.52E-06,-0.004736587,-0.05178501,-0.01787119,-2.79E-06,-80.20435355,-4.984436769,-54.73477142,0,-54.73477142,-80.22889192,0,-80.22889192,0,0,0,-0.116052078,0,-1.744651521,-0.008017846,0,0,0,0,0,0,0,-8.12E-07,-0.549666137,-13.264565,-1.24E-07,-1.07E-07,-0.133344531
AT: Anodisiertes Aluminiumprofil  - Hydro Aluminium Nenzing (A1-A3) ts-EPD,12.69746742,12.72686098,-0.02939356,0,2.17E-08,0.084197777,6.93E-06,0.00887508,0.079715352,0.024620139,6.87E-06,178.1071648,5.120469393,57.45523022,0,57.45523022,178.1320791,0,178.1320791,0,0,0,0.119219311,0,1.702566207,0.013822769,0,0,0,0,0,0,0,8.34E-07,1.016751135,44.43995153,1.02E-07,1.28E-07,0.515737019
AT: Anodisiertes Aluminiumprofil (mechanisch bearbeitet) - Hydro Aluminium Nenzing (A1-A3) ts-EPD,12.11514925,12.16760936,-0.052460115,0,2.75E-08,0.070117325,7.74E-06,0.008501657,0.074184883,0.022310823,6.75E-06,172.8359741,4.293375527,48.79878706,0,48.79878706,172.8567056,0,172.8567056,0,0,0,0.099962178,0,1.406021316,0.012938808,0,0,0,0,0,0,0,6.96E-07,0.962742792,44.98935817,7.89E-08,1.12E-07,0.824607287
AT: Anodisiertes Aluminiumprofil (wärmeisoliert) - Hydro Aluminium Nenzing (A1-A3) ts-EPD,12.80471831,12.83949907,-0.034780751,0,2.49E-08,0.072545716,8.40E-06,0.008758608,0.077962386,0.024344477,6.46E-06,186.4675228,4.505139046,48.88177624,0,48.88177624,186.4885739,0,186.4885739,0,0,0,0.104892644,0,1.413275094,0.012877625,0,0,0,0,0,0,0,7.10E-07,0.957451148,45.15604738,8.15E-08,1.13E-07,0.532248796
AT: Biofaserplatte - Fundermax (A1-A3) ts-EPD,-1339.173386,345.8715619,-1685.044947,0,1.06E-06,2.149414721,0.001487022,0.728941156,8.76468493,2.202856166,8.24E-05,6525.698977,325.219154,25561.9825,0,25561.9825,6525.915294,0,6525.915294,0,0,0,7.572040838,0,6.362354471,0.242877855,0,0,0,0,0,0,0,1.81E-05,18.51749535,2403.989708,2.23E-07,1.62E-05,2565.545463
AT: Biofaserplatte - Fundermax (D) ts-EPD,717.0604013,715.7942624,1.266138962,0,-1.59E-05,-0.42650512,-2.72E-05,0.608709462,6.671396698,1.408956149,-5.01E-05,-15928.67428,-116.8427687,-1166.117612,0,-1166.117612,-15928.97099,0,-15928.97099,0,0,0,-2.720436989,0,-3.928419794,-1.139987936,0,0,0,0,0,0,0,6.94E-06,-89.69608083,-1606.703427,-1.52E-08,-2.61E-06,-177.2504293
AT: Dachziegel - Initiative Ziegel (A1-A3) Sphera-EPD,259.3768195,265.1143603,-5.737540812,0,3.67E-09,0.416747325,4.49E-05,0.101415318,1.10686564,0.337031262,2.49E-05,4220.524111,10.13020804,282.2626312,0,282.2626312,4220.616144,0,4220.616144,0,0,0,0.23586049,0.087765387,5.365982744,0.02253295,0,0,0,0,0,0,0,4.54E-06,20.36980826,224.3446404,1.08E-08,3.28E-07,43.97033705
AT: Dekorativer Hochdrucklaminat - Fundermax (A1-A3) ts-EPD,1.476754254,2.857915578,-1.381161325,0,3.65E-08,0.005275268,1.96E-05,0.002101022,0.015433917,0.0040785,2.00E-07,41.23083046,0.507030165,13.25701826,0,13.25701826,41.24641238,0,41.24641238,0,0,0,0.011805126,0,0.093047729,0.000872468,0,0,0,0,0,0,0,5.21E-08,0.033118729,6.39223025,2.14E-10,6.19E-09,1.289729532
AT: Dekorativer Hochdrucklaminat - Fundermax (C4) ts-EPD,1.426149955,1.426191369,-4.14E-05,0,3.86E-11,0.001553903,2.05E-08,0.00075326,0.008626364,0.001924746,2.16E-09,0.634643417,0.135444895,0.035634227,0,0.035634227,0.634672443,0,0.634672443,0,0,0,0.003153548,0,0.037545599,2.42E-05,0,0,0,0,0,0,0,4.35E-09,0.001964702,0.118003545,7.74E-12,1.56E-10,0.003312731
AT: Dekorativer Hochdrucklaminat - Fundermax (D) ts-EPD,-0.716084401,-0.716638437,0.000554036,0,-7.97E-09,-0.00338165,-2.23E-08,-0.00052583,-0.005737145,-0.001554959,-1.71E-08,-8.819690673,-0.076184846,-0.594475268,0,-0.594475268,-8.819964691,0,-8.819964691,0,0,0,-0.001773803,0,-0.005128615,-0.000576983,0,0,0,0,0,0,0,-3.72E-08,-0.045381043,-1.707615994,-5.51E-11,-4.20E-09,-0.101868013
AT: Durchlauferhitzer (Nutzung) Sphera,0.247578804,0.245448832,0.002094597,3.54E-05,4.95E-12,0.000426165,1.47E-06,0.00012712,0.001291015,0.00031077,4.66E-08,3.518691338,0.0121781,5.21528387,0,5.21528387,3.519606582,0,3.519606582,0,0,0,0.002858357,-4.14E-10,0.005205069,0.000264348,0,0,0,0,0,0,0,3.50E-09,0.023081444,1.061479872,1.37E-10,1.57E-09,3.617390486
AT: Elektrische Wärmepumpe Sole-Wasser (0/35) (Nutzung) Sphera,0.056396083,0.055910896,0.000477129,8.06E-06,1.13E-12,9.71E-05,3.34E-07,2.90E-05,0.000294081,7.08E-05,1.06E-08,0.801524223,0.002774055,4.78799177,0,4.78799177,0.801732707,0,0.801732707,0,0,0,0.000651106,-9.42E-11,0.001185665,6.02E-05,0,0,0,0,0,0,0,7.97E-10,0.005257732,0.241794959,3.12E-11,3.59E-10,0.824006944
AT: Elektrische Wärmepumpe Sole-Wasser (0/50) Sphera,0.082802275,0.08208991,0.000700534,1.18E-05,1.65E-12,0.00014253,4.91E-07,4.25E-05,0.000431778,0.000103937,1.56E-08,1.176819846,0.004072943,5.344242097,0,5.344242097,1.177125947,0,1.177125947,0,0,0,0.000955972,-1.38E-10,0.001740826,8.84E-05,0,0,0,0,0,0,0,1.17E-09,0.007719546,0.355009991,4.57E-11,5.26E-10,1.209829594
AT: Elektrische Wärmepumpe Sole-Wasser (5/55) (Nutzung) Sphera,0.105352682,0.104446311,0.000891318,1.51E-05,2.11E-12,0.000181347,6.25E-07,5.41E-05,0.000549368,0.000132243,1.98E-08,1.497315463,0.00518217,5.819269732,0,5.819269732,1.497704928,0,1.497704928,0,0,0,0.001216322,-1.76E-10,0.002214923,0.000112488,0,0,0,0,0,0,0,1.49E-09,0.009821891,0.451693562,5.82E-11,6.70E-10,1.5393151
AT: Elektrische Wärmepumpe Wasser-Wasser (10/35) (Nutzung) Sphera,0.045219873,0.044830837,0.000382575,6.46E-06,9.04E-13,7.78E-05,2.68E-07,2.32E-05,0.000235802,5.68E-05,8.51E-09,0.642683349,0.00222431,4.552563264,0,4.552563264,0.642850517,0,0.642850517,0,0,0,0.000522074,-7.55E-11,0.000950698,4.83E-05,0,0,0,0,0,0,0,6.39E-10,0.004215789,0.193877602,2.50E-11,2.88E-10,0.660710591
AT: Elektrische Wärmepumpe Wasser-Wasser (10/50) (Nutzung) Sphera,0.066021014,0.065453022,0.000558559,9.43E-06,1.32E-12,0.000113644,3.91E-07,3.39E-05,0.000344271,8.29E-05,1.24E-08,0.93831769,0.003247493,4.990742365,0,4.990742365,0.938561755,0,0.938561755,0,0,0,0.000762229,-1.10E-10,0.001388018,7.05E-05,0,0,0,0,0,0,0,9.33E-10,0.006155052,0.283061299,3.65E-11,4.20E-10,0.964637463
AT: Elektrische Wärmepumpe Wasser-Wasser (7/55) (Nutzung) Sphera,0.082526268,0.081816277,0.000698199,1.18E-05,1.65E-12,0.000142055,4.89E-07,4.24E-05,0.000430338,0.00010359,1.55E-08,1.172897113,0.004059367,5.338427957,0,5.338427957,1.173202194,0,1.173202194,0,0,0,0.000952786,-1.38E-10,0.001735023,8.81E-05,0,0,0,0,0,0,0,1.17E-09,0.007693815,0.353826624,4.56E-11,5.25E-10,1.205796829
AT: Erdgas Mix Sphera,0.631582753,0.62076797,0.010664263,0.00015052,5.89E-14,0.001072541,3.58E-07,0.000423838,0.004618795,0.001357279,5.92E-08,54.64411588,0.002532287,0.067778089,0,0.067778089,54.64517995,0,54.64517995,0,0,0,0.000116443,1.98E-08,0.013952044,8.92E-06,0,0,0,0,0,0,0,9.19E-09,0.001040268,0.41492219,3.16E-10,3.51E-08,0.129427174
AT: Erdöl Mix Sphera,0.380436554,0.375230132,0.005168259,3.82E-05,7.83E-14,0.001268362,1.49E-07,0.000206905,0.002248485,0.00132152,7.77E-09,46.05172754,0.003115047,0.083136027,0,0.083136027,46.05219952,0,46.05219952,0,0,0,0.00012311,8.99E-12,0.005365921,1.03E-05,0,0,0,0,0,0,0,9.46E-09,0.000772983,66.31617349,1.11E-09,2.90E-08,0.067138104
AT: Fahrstuhl durchschnittliche Auslastung (200.000 Fahrten/a) Sphera,792.2521718,785.436262,6.702709025,0.113200793,1.58E-08,1.363728101,0.004696793,0.406782621,4.131247243,0.994465563,0.000149086,11259.81228,38.96991886,16688.90839,0,16688.90839,11262.74106,0,11262.74106,0,0,0,9.146742169,-1.32E-06,16.65622022,0.845912735,0,0,0,0,0,0,0,1.12E-05,73.86061954,3396.73559,4.38E-07,5.04E-06,11575.64955
AT: Fahrstuhl geringe Auslastung (100.000 Fahrten/a) Sphera,470.399727,466.3527806,3.979733483,0.067212971,9.40E-09,0.80971356,0.002788721,0.241527181,2.45292805,0.590463928,8.85E-05,6685.513542,23.13838932,9909.039354,0,9909.039354,6687.252505,0,6687.252505,0,0,0,5.430878163,-7.86E-07,9.889630758,0.502260687,0,0,0,0,0,0,0,6.65E-06,43.85474285,2016.811756,2.60E-07,2.99E-06,6873.041923
AT: Fahrstuhl hohe Auslastung (400.000 Fahrten/a) Sphera,1435.957061,1423.603225,12.14866011,0.205176438,2.87E-08,2.471757183,0.008512938,0.737293501,7.487885628,1.802468833,0.000270218,20408.40976,70.63297794,30248.64645,0,30248.64645,20413.71817,0,20413.71817,0,0,0,16.57847018,-2.40E-06,30.18939916,1.533216833,0,0,0,0,0,0,0,2.03E-05,133.8723729,6156.583257,7.93E-07,9.13E-06,20980.86482
AT: Flachkollektor (große Anlage > 500m2) Sphera,3.869422846,3.836133398,0.032736566,0.000552882,7.73E-11,0.006660557,2.29E-05,0.001986759,0.020177341,0.004857049,7.28E-07,54.99382196,0.190332194,4401.509961,0,4401.509961,55.00812635,0,55.00812635,0,0,0,0.044673419,-6.46E-09,0.081350309,0.004131505,0,0,0,0,0,0,0,5.47E-08,0.360741161,16.58992775,2.14E-09,2.46E-08,56.53639641
AT: Gas Brennwertgerät < 20 kW (Nutzung) Sphera,0.258319773,0.257443138,0.000864304,1.23E-05,1.17E-13,0.00010767,6.08E-08,4.24E-05,0.000460548,0.000130846,5.59E-09,4.264617872,0.000470953,0.123830181,0,0.123830181,4.264720177,0,4.264720177,0,0,0,7.39E-05,1.51E-09,0.001186836,6.70E-06,0,0,0,0,0,0,0,8.27E-10,0.00060473,0.055939226,2.78E-11,2.76E-09,0.092201525
AT: Gas Brennwertgerät 120-400 kW (Nutzung) Sphera,0.245675057,0.244866064,0.000797717,1.13E-05,1.86E-14,9.62E-05,3.08E-08,3.87E-05,0.000421713,0.000120887,4.53E-09,4.066768311,0.000223041,0.02004207,0,0.02004207,4.06684994,0,4.06684994,0,0,0,1.69E-05,1.47E-09,0.001050745,1.42E-06,0,0,0,0,0,0,0,7.35E-10,0.000143659,0.033875308,2.43E-11,2.64E-09,0.020019757
AT: Gas Brennwertgerät 20-120 kW (Nutzung) Sphera,0.249682542,0.248853282,0.000817671,1.16E-05,4.54E-14,9.95E-05,3.90E-08,3.98E-05,0.00043325,0.000123875,4.83E-09,4.129988852,0.000290967,0.048309157,0,0.048309157,4.130076292,0,4.130076292,0,0,0,3.24E-05,1.48E-09,0.001090184,2.86E-06,0,0,0,0,0,0,0,7.61E-10,0.00026936,0.039953126,2.53E-11,2.68E-09,0.039692828
AT: Gas Niedertemperatur < 20 kW (Nutzung) Sphera,0.288280004,0.287300867,0.000965379,1.38E-05,1.18E-13,0.000162144,6.42E-08,6.96E-05,0.000757704,0.000204463,6.15E-09,4.782531198,0.000494953,0.124472577,0,0.124472577,4.782643589,0,4.782643589,0,0,0,7.50E-05,1.70E-09,0.001319073,6.78E-06,0,0,0,0,0,0,0,1.01E-09,0.00061459,0.059871111,3.08E-11,3.09E-09,0.093428228
AT: Gas Niedertemperatur 120-400 kW (Nutzung) Sphera,0.273204074,0.272301057,0.000890433,1.26E-05,1.91E-14,0.00016563,3.39E-08,7.38E-05,0.00080629,0.000215312,5.04E-09,4.541848877,0.000245057,0.020631339,0,0.020631339,4.541939756,0,4.541939756,0,0,0,1.79E-05,1.64E-09,0.001172046,1.50E-06,0,0,0,0,0,0,0,9.46E-10,0.000152703,0.037482158,2.71E-11,2.95E-09,0.021145008
AT: Gas Niedertemperatur 20-120 kW (Nutzung) Sphera,0.278031924,0.277105902,0.000913086,1.29E-05,4.59E-14,0.000170041,4.22E-08,7.55E-05,0.000823548,0.000219738,5.36E-09,4.618900573,0.000313623,0.048915581,0,0.048915581,4.618997534,0,4.618997534,0,0,0,3.35E-05,1.66E-09,0.001215016,2.94E-06,0,0,0,0,0,0,0,9.76E-10,0.000278667,0.043665025,2.82E-11,2.99E-09,0.040850839
AT: Gas Wärmepumpe Luft (20 kW) 0°C (Nutzung) Sphera,0.240329569,0.23950519,0.000812736,1.16E-05,1.14E-13,0.000151278,5.81E-08,6.47E-05,0.000713438,0.000185807,5.31E-09,4.00634422,0.000451592,3.719264668,0,3.719264668,4.00644237,0,4.00644237,0,0,0,7.13E-05,1.41E-09,0.001575517,6.48E-06,0,0,0,0,0,0,0,1.16E-09,0.000585478,0.053877737,2.65E-11,2.56E-09,0.088672411
AT: Gas Wärmepumpe Luft (20 kW) 7°C (Nutzung) Sphera,0.205353982,0.204643849,0.00070008,1.01E-05,1.19E-13,0.000130471,5.60E-08,5.56E-05,0.000612097,0.0001593,4.72E-09,3.42057252,0.000438254,3.724682312,0,3.724682312,3.420660027,0,3.420660027,0,0,0,7.34E-05,1.20E-09,0.001362249,6.69E-06,0,0,0,0,0,0,0,1.00E-09,0.000600801,0.050535767,2.31E-11,2.18E-09,0.091537008
AT: Gas Wärmepumpe Luft (70 kW) 0°C (Nutzung) Sphera,0.213881071,0.213150149,0.00072061,1.03E-05,9.07E-14,0.000134053,4.87E-08,5.75E-05,0.000633737,0.000165104,4.64E-09,3.566740895,0.000376896,3.695271088,0,3.695271088,3.566826505,0,3.566826505,0,0,0,5.75E-05,1.26E-09,0.001394485,5.22E-06,0,0,0,0,0,0,0,1.03E-09,0.000473072,0.045801456,2.33E-11,2.28E-09,0.071388547
AT: Gas Wärmepumpe Luft (70 kW) 7°C (Nutzung) Sphera,0.185928253,0.185288435,0.000630774,9.04E-06,9.56E-14,0.000117467,4.72E-08,5.02E-05,0.000552832,0.000143939,4.17E-09,3.098490262,0.000368091,3.700407553,0,3.700407553,3.098567496,0,3.098567496,0,0,0,5.96E-05,1.09E-09,0.001224606,5.42E-06,0,0,0,0,0,0,0,9.04E-10,0.000488878,0.043289868,2.07E-11,1.98E-09,0.074236481
AT: Geschlossene Kompostierung (fertiger Kompost) BOKU/Sphera,501.7660596,48.70047786,453.0085701,0.057011635,5.48E-11,0.198138123,-0.000397643,0.007486931,0.983230346,0.08020131,-1.19E-06,132.8802005,10.62008745,-320.7476945,0,-320.7476945,133.0460867,0,133.0460867,0,0,0,0.254622778,-3.43E-09,0.597829077,0.002714305,0,0,0,0,0,0,0,1.17E-06,0.233538366,84.1484127,6.26E-11,-1.18E-07,-1958.250584
AT: Geschlossene Kompostierung (inkl. Kompostanwendung und Gutschrift) BOKU/Sphera,723.5872125,53.68381485,669.9584959,-0.055098277,-1.16E-11,-0.690597154,-0.003343126,-0.053714499,-2.891860216,0.107298249,-1.60E-05,-163.8507609,9.881968905,-1926.902885,0,-1926.902885,-163.7931543,0,-163.7931543,0,0,0,-0.148159788,-4.97E-08,-0.675578039,-0.001499841,0,0,0,0,0,0,0,-5.51E-06,-0.283528246,9723.389678,1.32E-07,3.13E-05,-4623.733112
AT: Geschlossene Kompostierung (inkl. Kompostanwendung) BOKU/Sphera,593.0243536,71.57318569,521.391304,0.059863834,5.48E-11,0.360746177,-0.00039652,0.045109366,1.793671806,0.138649121,-1.17E-06,137.0677857,10.62363688,-320.4513256,0,-320.4513256,137.2444444,0,137.2444444,0,0,0,0.254949367,-3.41E-09,0.598434166,0.002719734,0,0,0,0,0,0,0,1.94E-06,0.234321829,9856.091614,1.36E-07,3.15E-05,-1956.50331
AT: Glasfaserverstärkte Betonpaneele - Rieder (A1-A3) ts-EPD,731.6588668,746.6500961,-14.9912293,0,4.05E-06,2.534083497,0.000625647,0.551965068,6.102883834,1.920636674,0.00133709,9596.457069,136.7193763,1052.781025,0,1052.781025,9596.990106,0,9596.990106,0,0,0,3.183221799,0,173.0606665,0.314216816,0,0,0,0,0,0,0,6.16E-05,24.92399367,2660.398014,2.50E-07,2.63E-05,127.9918388
AT: Hackschnitzelkessel < 20 kW (EN15804 B6) Sphera,0.004015425,0.009858569,-0.005880897,3.78E-05,7.51E-14,0.000451664,3.67E-08,0.000214767,0.002352015,0.000645169,1.01E-09,0.128377569,0.000446777,4.732318308,0,4.732318308,0.128504919,0,0.128504919,0,0,0,4.75E-05,-5.91E-12,0.007728721,6.69E-06,0,0,0,0,0,0,0,5.85E-08,0.000883098,0.077686468,6.26E-11,1.09E-09,7.762352569
AT: Hackschnitzelkessel 120-400 kW (EN15804 B6) Sphera,0.003569578,0.008736405,-0.005202616,3.58E-05,5.86E-14,0.000428155,3.11E-08,0.000203783,0.002231985,0.00055543,8.39E-10,0.112933185,0.000393202,4.484062127,0,4.484062127,0.113051856,0,0.113051856,0,0,0,3.77E-05,-4.55E-12,0.007331817,5.68E-06,0,0,0,0,0,0,0,5.56E-08,0.000779755,0.070551013,5.91E-11,1.03E-09,7.367874382
AT: Hackschnitzelkessel 20-120 kW (EN15804 B6) Sphera,0.003548786,0.008938013,-0.005425519,3.63E-05,6.10E-14,0.000434174,3.21E-08,0.000206623,0.002263053,0.000585268,8.66E-10,0.115654403,0.000402653,4.547350633,0,4.547350633,0.115775007,0,0.115775007,0,0,0,3.92E-05,-4.75E-12,0.007434193,5.84E-06,0,0,0,0,0,0,0,5.63E-08,0.00079814,0.072083745,6.00E-11,1.05E-09,7.470217348
AT: Heradesign Akustikplatte - Knauf AMF (A1-A3) Sphera-EPD <p-agg>,7.373211382,13.13197144,-5.758760054,0,8.32E-11,0.024181747,1.65E-05,0.007634546,0.084392495,0.018799818,7.69E-07,129.2872752,0.911571541,73.71320613,0,73.71320613,129.3082914,0,129.3082914,0,0,0,0.021224017,0.008428518,4.254685906,0.002885857,0,0,0,0,0,0,0,9.25E-06,2.763233937,57.60377815,5.16E-09,5.38E-07,9.740500574
AT: Heradesign Akustikplatte - Knauf AMF (C4) Sphera-EPD,0.157328834,0.155884966,0.001443867,0,1.05E-12,0.001254043,2.97E-06,0.000353796,0.003819334,0.001024708,7.74E-09,2.14610092,-0.27836078,0.177080526,0,0.177080526,2.146757533,0,2.146757533,0,0,0,-0.006481043,9.73E-05,11.53614702,3.74E-05,0,0,0,0,0,0,0,1.59E-08,0.036446997,1.313049504,1.58E-10,1.69E-08,0.17263939
AT: Hintermauerung - Initiative Ziegel (A1-A3) Sphera-EPD <p-agg>,189.6932028,194.1312914,-4.438088617,0,6.96E-10,0.314707176,3.98E-05,0.083481742,0.912452141,0.254419224,1.26E-05,1975.678895,8.826474137,374.1918473,0,374.1918473,1975.804145,0,1975.804145,0,0,0,0.205505801,0.05870745,0.423812235,0.015487018,0,0,0,0,0,0,0,4.08E-06,14.03422153,385.8315927,1.08E-08,3.92E-07,58.43559565
AT: Hintermauerziegel - Initiative Ziegel (A1-A3) Sphera-EPD,190.7653488,195.2285215,-4.463172694,0,7.00E-10,0.316485901,4.00E-05,0.083953581,0.917609321,0.255857201,1.27E-05,1986.845432,8.876361369,376.3067796,0,376.3067796,1986.97139,0,1986.97139,0,0,0,0.206667319,0.059039265,0.426207622,0.015574551,0,0,0,0,0,0,0,4.10E-06,14.11354295,388.0122624,1.09E-08,3.94E-07,58.76587363
AT: Hochdruck-Schichtstoffplatte - Fundermax (A1-A3) ts-EPD,18.43353183,42.9561513,-24.52261947,0,6.59E-07,0.085048507,0.000326037,0.026446252,0.24264205,0.064585633,3.33E-06,613.2075549,7.448242867,236.4289002,0,236.4289002,613.4729151,0,613.4729151,0,0,0,0.173416598,0,1.620719345,0.014239557,0,0,0,0,0,0,0,8.66E-07,0.471158923,78.55461663,3.15E-09,7.81E-08,6.543759429
AT: Hochdruck-Schichtstoffplatte - Fundermax (C4) ts-EPD,26.73885993,26.73998266,-0.001122731,0,6.05E-10,0.011160166,1.77E-07,0.004627637,0.059027358,0.011924504,2.76E-08,7.944477012,2.312995881,0.558052419,0,0.558052419,7.944973381,0,7.944973381,0,0,0,0.053853222,0,0.647642413,0.00037849,0,0,0,0,0,0,0,4.15E-08,0.030745346,1.563162665,1.34E-10,2.44E-09,0.054982521
AT: Hochdruck-Schichtstoffplatte - Fundermax (D) ts-EPD,-9.901729434,-9.913220811,0.011491377,0,-1.42E-07,-0.024814271,-2.51E-07,-0.004312093,-0.047218673,-0.013695429,-4.97E-07,-164.6686322,-1.364761334,-10.46064944,0,-10.46064944,-164.6713202,0,-164.6713202,0,0,0,-0.031775584,0,-0.03776212,-0.010222282,0,0,0,0,0,0,0,-2.53E-07,-0.80432486,-14.60391394,-9.94E-10,-2.52E-08,-1.600753181
AT: Homogene Trägerplatte - Fundermax (A1-A3) ts-EPD,-786.4132508,241.7841728,-1028.197424,0,1.47E-07,1.765808206,0.000273304,0.698213893,8.180325658,1.701850076,3.36E-05,4199.63351,76.2113578,13191.6357,0,13191.6357,4199.686413,0,4199.686413,0,0,0,1.774420438,0,2.426382544,0.092410775,0,0,0,0,0,0,0,1.20E-05,7.210435113,1171.330509,3.46E-06,1.69E-06,73.80463739
