Materials,01 EN15804+A2 (EF 3.1) Klimawandel - total [kg CO2 Äquiv.],"02 EN15804+A2 (EF 3.1) Klimawandel, fossil [kg CO2 Äquiv.]",03 EN15804+A2 (EF 3.1) Klimawandel - biogen [kg CO2 Äquiv.],"04 EN15804+A2 (EF 3.1) Klimawandel, Landnutzung und Landnutzungsänderung [kg CO2 Äquiv.]",05 EN15804+A2 (EF 3.1) Ozonabbau [kg CFC-11 Äquiv.],06 EN15804+A2 (EF 3.1) Versauerung [Mole of H+ Äquiv.],"07 EN15804+A2 (EF 3.1) Eutrophierung, Frischwasser [kg P Äquiv.]","08 EN15804+A2 (EF 3.1) Eutrophierung, marine Ökosysteme [kg N Äquiv.]","09 EN15804+A2 (EF 3.1) Eutrophierung, terrestrische Ökosysteme [Mol von N-Äquiv.]","10 EN15804+A2 (EF 3.1) Fotochemisches Ozonbildungspotenzial, menschl. Gesundheit [kg NMVOC Äquiv.]","11 EN15804+A2 (EF 3.1) Ressourcenverbrauch, Mineralien und Metalle [kg Sb Äquiv.]","12 EN15804+A2 (EF 3.1) Ressourcenverbrauch, fossil [MJ]",13 EN15804+A2 (EF 3.1) Wassernutzung [m³ Weltäquiv.],01 EN15804+A2 Verbrauch von erneuerbarer Primärenergie (PERE) [MJ],02 EN15804+A2 Primärenergie zur stofflichen Nutzung (PERM) [MJ],03 EN15804+A2 Gesamtverbrauch von erneuerbarer Primärenergie (PERT) [MJ],04 EN15804+A2 Verbrauch von nicht-erneuerbarer Primärenergie (PENRE) [MJ],05 EN15804+A2 Nicht-erneuerbare Primärenergie zur stofflichen Nutzung (PENRM) [MJ],06 EN15804+A2 Gesamtverbrauch von nicht-erneuerbarer Primärenergie (PENRT) [MJ],07 EN15804+A2 Input von Sekundärwerkstoffen (SM) [kg],08 EN15804+A2 Verbrauch ern. Sekundärbrennstoffe (RSF) [MJ],09 EN15804+A2 Verbrauch nicht ern. Sekundärbrennstoffe (NRSF) [MJ],10 EN15804+A2 Frischwasserverbrauch (FW) [m3],01 EN15804+A2 Gefährlicher Abfall zur Beseitigung (HWD) [kg],02 EN15804+A2 Ungefährlicher Abfall zur Beseitigung (NHWD) [kg],03 EN15804+A2 radioaktiver Abfall zur Beseitigung (RWD) [kg],04 EN15804+A2 Komponenten für Wiederverwendung (CRU) [kg],05 EN15804+A2 Stoffe zum Recycling (MFR) [kg],06 EN15804+A2 Stoffe für die Energierückgewinnung (MER) [kg],07 EN15804+A2 Exportierte Energie elektrisch (EEE) [MJ],08 EN15804+A2 Exportierte Energie thermisch (EET) [MJ],01 EN15804+A2 Biogener Kohlenstoffgehalt im Produkt [kg],02 EN15804+A2 Biogener Kohlenstoffgehalt der Verpackung [kg],01 EN15804+A2 (EF 3.1) Feinstaub [Disease incidences],"02 EN15804+A2 (EF 3.1) Ionisierende Strahlung, Gesundheitliche Auswirkungen auf den Menschen [kBq U235 Äquiv.]","03 EN15804+A2 (EF 3.1) Ökotoxizität, Frischwasser [CTUe]","04 EN15804+A2 (EF 3.1) Humantoxizität, kanzerogen [CTUh]","05 EN15804+A2 (EF 3.1) Humantoxizität, nicht kanzerogen [CTUh]",06 EN15804+A2 (EF 3.1) Landnutzung [Pt]
LV: Thermische Energie aus Heizöl el (LFO) Sphera,0.085273689,0.085107046,0.000164156,2.49E-06,3.90E-15,0.000171276,1.98E-08,5.44E-05,0.000599195,0.00015822,9.58E-10,1.174754051,0.000173136,0.005279792,0,0.005279792,1.174785412,0,1.174785412,0,0,0,1.00E-05,2.54E-12,0.000331778,7.98E-07,0,0,0,0,0,0,0,1.47E-09,6.17E-05,1.057274714,2.67E-11,7.76E-10,0.007157811
LV: Thermische Energie aus Heizöl s (HFO) Sphera,0.088653777,0.088499335,0.000152126,2.32E-06,3.76E-15,0.000521372,2.21E-08,5.53E-05,0.000607746,0.000182073,8.92E-10,1.09045939,9.80E-05,0.005016901,0,0.005016901,1.090488648,0,1.090488648,0,0,0,7.95E-06,3.19E-12,0.00032877,7.47E-07,0,0,0,0,0,0,0,5.33E-09,5.84E-05,0.992915688,2.65E-11,7.96E-10,0.006783945
LV: Thermische Energie aus Steinkohle Sphera,0.106752681,0.106761416,-2.10E-05,1.23E-05,2.27E-15,0.000427914,5.93E-09,7.18E-05,0.000781344,0.000210272,1.56E-10,1.02685386,0.000330821,0.003365197,0,0.003365197,1.026908084,0,1.026908084,0,0,0,3.16E-05,1.01E-12,0.00084271,1.01E-06,0,0,0,0,0,0,0,3.41E-09,7.45E-05,0.133585482,6.55E-12,2.31E-10,0.012202885
LV: Umwälzpumpe (für 20 kW Heizung) Sphera,0.012195816,0.01204687,0.000147226,1.72E-06,1.44E-14,4.41E-05,7.43E-08,8.33E-06,8.56E-05,2.26E-05,1.24E-09,0.179966062,0.00057112,0.110258368,0,0.110258368,0.180003918,0,0.180003918,0,0,0,5.89E-05,1.48E-11,0.000132295,8.35E-06,0,0,0,0,0,0,0,3.80E-10,0.00073265,0.035586488,4.03E-12,1.08E-10,0.234317574
LV: Umwälzpumpe (für 260 kW Heizung) Sphera,0.158545607,0.156609315,0.001913934,2.24E-05,1.87E-13,0.000573111,9.66E-07,0.000108316,0.001112915,0.000293729,1.62E-08,2.339558801,0.007424564,1.433358778,0,1.433358778,2.340050933,0,2.340050933,0,0,0,0.000765113,1.92E-10,0.00171983,0.000108523,0,0,0,0,0,0,0,4.94E-09,0.009524456,0.46262434,5.24E-11,1.41E-09,3.046128467
LV: Umwälzpumpe (für 70 kW Heizung) Sphera,0.042685356,0.042164046,0.00051529,6.02E-06,5.03E-14,0.000154299,2.60E-07,2.92E-05,0.000299631,7.91E-05,4.35E-09,0.629881216,0.001998921,0.385904286,0,0.385904286,0.630013713,0,0.630013713,0,0,0,0.000205992,5.17E-11,0.000463031,2.92E-05,0,0,0,0,0,0,0,1.33E-09,0.002564277,0.124552707,1.41E-11,3.78E-10,0.82011151
LV: Vakuumröhrenkollektor (groß > 500m2) Sphera,8.212301146,8.1120056,0.099137444,0.001158102,9.69E-12,0.029685865,5.01E-05,0.005610525,0.057646457,0.015214468,8.37E-07,121.1838142,0.384575492,4394.244718,0,4394.244718,121.2093055,0,121.2093055,0,0,0,0.0396311,9.94E-09,0.089083251,0.005621222,0,0,0,0,0,0,0,2.56E-07,0.493345133,23.96288652,2.71E-09,7.28E-08,157.7825126
mass conversion Spanplatte <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mass conversion Verbrennungsgut <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Model Dry screed(A1-A3) reverse gutscgrift(-),-6.399506267,-9.158073929,2.764531101,-0.005963439,-1.39E-11,-0.009704827,-3.53E-05,-0.003792372,-0.040155148,-0.009880542,-6.33E-07,-139.0826578,-0.18250461,-39.90890609,0,-39.90890609,-139.1127189,0,-139.1127189,-1.829454752,0,0,-0.028343818,-5.53E-07,-2.154777762,-0.004167184,0,0,0,-0.152586147,-0.354475814,0,0,-2.49E-07,-0.370183493,-23.0653336,-1.31E-09,-5.57E-08,-27.8246952
Master Model Dry screed(A1-A3)_gutschrift,5.951417734,8.753465054,-2.808041741,0.00599442,1.21E-11,0.009349936,3.53E-05,0.003651134,0.038583751,0.009476209,6.24E-07,132.8304742,0.13844706,39.5025448,0,39.5025448,132.8595454,0,132.8595454,1.856971713,0,0,0.027321404,5.60E-07,2.181584306,0.004123087,0,0,0,0.154738318,0.359475565,-3.208,0,2.09E-07,0.364534847,21.58801239,1.23E-09,5.35E-08,27.49079306
Material processing <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mischung für wiederverwertung  <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montage Ligna <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montage LOOP <u-so>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT: Durchlauferhitzer (Nutzung) Sphera,0.489744672,0.488166479,0.001545929,3.23E-05,9.33E-12,0.000515669,6.78E-07,0.000182854,0.002012555,0.000524192,5.09E-08,7.831587704,0.054678088,3.175333147,0,3.175333147,7.83322553,0,7.83322553,0,0,0,0.001424071,1.08E-09,0.003250406,6.31E-05,0,0,0,0,0,0,0,5.22E-09,0.011775701,1.362393758,6.25E-11,6.64E-10,1.020206722
MT: Elektrische Wärmepumpe Sole-Wasser (0/35) (Nutzung) Sphera,0.111559151,0.111199653,0.000352148,7.35E-06,2.13E-12,0.000117465,1.55E-07,4.17E-05,0.000458441,0.000119406,1.16E-08,1.783960753,0.012455145,4.323310512,0,4.323310512,1.784333834,0,1.784333834,0,0,0,0.00032439,2.47E-10,0.000740411,1.44E-05,0,0,0,0,0,0,0,1.19E-09,0.002682392,0.310340264,1.42E-11,1.51E-10,0.232393331
MT: Elektrische Wärmepumpe Sole-Wasser (0/50) Sphera,0.163794205,0.163266381,0.000517033,1.08E-05,3.12E-12,0.000172465,2.27E-07,6.12E-05,0.000673095,0.000175315,1.70E-08,2.619260102,0.018286986,4.66198433,0,4.66198433,2.61980787,0,2.61980787,0,0,0,0.000476278,3.62E-10,0.001087092,2.11E-05,0,0,0,0,0,0,0,1.75E-09,0.003938361,0.455650086,2.09E-11,2.22E-10,0.341206262
MT: Elektrische Wärmepumpe Sole-Wasser (5/55) (Nutzung) Sphera,0.208401988,0.207730416,0.000657842,1.37E-05,3.97E-12,0.000219434,2.89E-07,7.78E-05,0.000856407,0.00022306,2.16E-08,3.332590512,0.023267271,4.951205595,0,4.951205595,3.33328746,0,3.33328746,0,0,0,0.000605988,4.61E-10,0.001383152,2.69E-05,0,0,0,0,0,0,0,2.22E-09,0.005010936,0.579742025,2.66E-11,2.82E-10,0.43413052
MT: Elektrische Wärmepumpe Wasser-Wasser (10/35) (Nutzung) Sphera,0.089451082,0.089162827,0.000282361,5.89E-06,1.70E-12,9.42E-05,1.24E-07,3.34E-05,0.00036759,9.57E-05,9.29E-09,1.430426978,0.009986865,4.179969525,0,4.179969525,1.430726124,0,1.430726124,0,0,0,0.000260104,1.98E-10,0.000593682,1.15E-05,0,0,0,0,0,0,0,9.53E-10,0.002150813,0.248839043,1.14E-11,1.21E-10,0.186339127
MT: Elektrische Wärmepumpe Wasser-Wasser (10/50) (Nutzung) Sphera,0.130598579,0.130177728,0.000412248,8.60E-06,2.49E-12,0.000137512,1.81E-07,4.88E-05,0.000536681,0.000139784,1.36E-08,2.088423388,0.014580823,4.446755506,0,4.446755506,2.088860141,0,2.088860141,0,0,0,0.000379752,2.89E-10,0.000866775,1.68E-05,0,0,0,0,0,0,0,1.39E-09,0.003140187,0.363305002,1.67E-11,1.77E-10,0.272055126
MT: Elektrische Wärmepumpe Wasser-Wasser (7/55) (Nutzung) Sphera,0.163248224,0.16272216,0.00051531,1.08E-05,3.11E-12,0.00017189,2.26E-07,6.10E-05,0.000670852,0.000174731,1.70E-08,2.610529235,0.018226029,4.658444382,0,4.658444382,2.611075177,0,2.611075177,0,0,0,0.00047469,3.61E-10,0.001083469,2.10E-05,0,0,0,0,0,0,0,1.74E-09,0.003925234,0.454131253,2.08E-11,2.21E-10,0.340068907
MT: Fahrstuhl durchschnittliche Auslastung (200.000 Fahrten/a) Sphera,1567.182951,1562.132731,4.946971531,0.103247882,2.99E-08,1.650142125,0.002171197,0.585133675,6.440177037,1.677413875,0.000162796,25061.08065,174.9698805,10161.06607,0,10161.06607,25066.3217,0,25066.3217,0,0,0,4.557026776,3.46E-06,10.40130051,0.20194417,0,0,0,0,0,0,0,1.67E-05,37.68224182,4359.660026,2.00E-07,2.12E-06,3264.661512
MT: Fahrstuhl geringe Auslastung (100.000 Fahrten/a) Sphera,930.514877,927.5163093,2.937264347,0.06130343,1.77E-08,0.979771887,0.001289148,0.347423119,3.823855116,0.995964488,9.67E-05,14880.01664,103.8883666,6033.13298,0,6033.13298,14883.12851,0,14883.12851,0,0,0,2.705734648,2.06E-06,6.175772181,0.119904351,0,0,0,0,0,0,0,9.91E-06,22.37383108,2588.54814,1.19E-07,1.26E-06,1938.392773
MT: Fahrstuhl hohe Auslastung (400.000 Fahrten/a) Sphera,2840.519098,2831.365576,8.9663859,0.187136787,5.41E-08,2.990882602,0.003935294,1.060554786,11.67282088,3.040312649,0.000295068,45423.20868,317.1329085,18416.93225,0,18416.93225,45432.70808,0,45432.70808,0,0,0,8.259611032,6.28E-06,18.85235718,0.366023809,0,0,0,0,0,0,0,3.03E-05,68.2990633,7901.883796,3.63E-07,3.85E-06,5917.19899
MT: Flachkollektor (große Anlage > 500m2) Sphera,7.654246627,7.629580952,0.024161404,0.000504271,1.46E-10,0.008059426,1.06E-05,0.00285784,0.031454339,0.008192623,7.95E-07,122.4003183,0.854566863,4369.627458,0,4369.627458,122.425916,0,122.425916,0,0,0,0.022256883,1.69E-08,0.050800782,0.000986311,0,0,0,0,0,0,0,8.16E-08,0.184043077,21.29292756,9.77E-10,1.04E-08,15.94486741
MT: Gas Brennwertgerät < 20 kW (Nutzung) Sphera,0.252520213,0.252104086,0.000407373,8.75E-06,2.21E-13,9.97E-05,3.07E-08,3.83E-05,0.000419449,0.000119376,3.72E-09,4.218406987,0.001490779,0.081897642,0,0.081897642,4.218571437,0,4.218571437,0,0,0,4.66E-05,7.39E-10,0.000673853,2.70E-06,0,0,0,0,0,0,0,9.00E-10,0.000440243,0.067085646,1.39E-11,1.29E-09,0.031851194
MT: Gas Brennwertgerät 120-400 kW (Nutzung) Sphera,0.235409305,0.235036162,0.000365275,7.87E-06,3.52E-14,8.67E-05,1.68E-08,3.37E-05,0.000368035,0.000105675,2.63E-09,3.939271015,0.000396758,0.018507274,0,0.018507274,3.939399033,0,3.939399033,0,0,0,1.79E-05,6.96E-10,0.000590925,1.40E-06,0,0,0,0,0,0,0,7.72E-10,0.000200986,0.038910974,1.22E-11,1.23E-09,0.011315109
MT: Gas Brennwertgerät 20-120 kW (Nutzung) Sphera,0.240607387,0.240221692,0.000377568,8.13E-06,8.58E-14,9.05E-05,2.06E-08,3.50E-05,0.000382867,0.000109645,2.93E-09,4.024298393,0.000695149,0.035786403,0,0.035786403,4.024436613,0,4.024436613,0,0,0,2.58E-05,7.09E-10,0.000614843,1.76E-06,0,0,0,0,0,0,0,8.09E-10,0.000266507,0.046662015,1.27E-11,1.25E-09,0.016925221
MT: Gas Niedertemperatur < 20 kW (Nutzung) Sphera,0.281080825,0.280617638,0.00045344,9.75E-06,2.22E-13,0.000152906,3.26E-08,6.48E-05,0.000709486,0.000190972,4.04E-09,4.718457874,0.001521342,0.083093681,0,0.083093681,4.718638066,0,4.718638066,0,0,0,4.84E-05,8.28E-10,0.000748102,2.85E-06,0,0,0,0,0,0,0,1.09E-09,0.000461575,0.071549864,1.54E-11,1.44E-09,0.032920919
MT: Gas Niedertemperatur 120-400 kW (Nutzung) Sphera,0.261654457,0.261238146,0.000407532,8.78E-06,3.62E-14,0.000155023,1.85E-08,6.82E-05,0.000746082,0.000198247,2.92E-09,4.397966411,0.000424793,0.019604398,0,0.019604398,4.398108869,0,4.398108869,0,0,0,1.95E-05,7.77E-10,0.000659034,1.55E-06,0,0,0,0,0,0,0,9.87E-10,0.000220555,0.043006132,1.36E-11,1.38E-09,0.012296365
MT: Gas Niedertemperatur 20-120 kW (Nutzung) Sphera,0.267635525,0.267205405,0.000421056,9.06E-06,8.68E-14,0.000159778,2.24E-08,7.01E-05,0.000766446,0.000203601,3.23E-09,4.496347918,0.000724,0.036915467,0,0.036915467,4.496500999,0,4.496500999,0,0,0,2.74E-05,7.93E-10,0.000684935,1.91E-06,0,0,0,0,0,0,0,1.03E-09,0.000286645,0.050876438,1.42E-11,1.40E-09,0.017935044
MT: Gas Wärmepumpe Luft (20 kW) 0°C (Nutzung) Sphera,0.239990542,0.239598433,0.000383824,8.29E-06,2.13E-13,0.000148192,2.96E-08,6.32E-05,0.000700473,0.000186707,3.56E-09,3.964915614,0.001427846,3.678983864,0,3.678983864,3.965072392,0,3.965072392,0,0,0,4.50E-05,6.95E-10,0.001093367,2.63E-06,0,0,0,0,0,0,0,1.30E-09,0.000425918,0.06470256,3.04E-11,1.18E-09,0.030858609
MT: Gas Wärmepumpe Luft (20 kW) 7°C (Nutzung) Sphera,0.206148876,0.20580858,0.000333111,7.19E-06,2.23E-13,0.000128249,2.82E-08,5.46E-05,0.000604306,0.000161019,3.25E-09,3.40465219,0.001458003,3.68132611,0,3.68132611,3.404792754,0,3.404792754,0,0,0,4.46E-05,5.95E-10,0.000943746,2.52E-06,0,0,0,0,0,0,0,1.13E-09,0.000414635,0.061081117,2.61E-11,1.01E-09,0.030788123
MT: Gas Wärmepumpe Luft (70 kW) 0°C (Nutzung) Sphera,0.213061772,0.212715321,0.000339128,7.32E-06,1.70E-13,0.000131109,2.50E-08,5.60E-05,0.00062063,0.000165451,3.06E-09,3.520575756,0.001157154,3.663688384,0,3.663688384,3.520712129,0,3.520712129,0,0,0,3.71E-05,6.17E-10,0.000968507,2.22E-06,0,0,0,0,0,0,0,1.15E-09,0.00035485,0.054816578,2.70E-11,1.05E-09,0.025353081
MT: Gas Wärmepumpe Luft (70 kW) 7°C (Nutzung) Sphera,0.186053608,0.18574838,0.00029878,6.45E-06,1.79E-13,0.000115228,2.39E-08,4.91E-05,0.000543977,0.000144974,2.83E-09,3.073401496,0.001189684,3.666050409,0,3.666050409,3.073525145,0,3.073525145,0,0,0,3.70E-05,5.38E-10,0.000849266,2.13E-06,0,0,0,0,0,0,0,1.01E-09,0.000347628,0.052127531,2.36E-11,9.14E-10,0.025453313
MT: Hackschnitzelkessel < 20 kW (EN15804 B6) Sphera,0.00663297,0.012482078,-0.005886828,3.77E-05,1.22E-13,0.000452631,2.82E-08,0.00021537,0.002359815,0.000647476,1.06E-09,0.17499521,0.000906155,4.710268696,0,4.710268696,0.17513037,0,0.17513037,0,0,0,3.20E-05,1.03E-11,0.007707593,4.51E-06,0,0,0,0,0,0,0,5.85E-08,0.000760896,0.080939015,6.18E-11,1.08E-09,7.734279884
MT: Hackschnitzelkessel 120-400 kW (EN15804 B6) Sphera,0.005432709,0.010603781,-0.005206837,3.58E-05,9.23E-14,0.000428843,2.51E-08,0.000204212,0.002237536,0.000557072,8.72E-10,0.146114941,0.000720181,4.468367536,0,4.468367536,0.146239171,0,0.146239171,0,0,0,2.67E-05,6.96E-12,0.007316779,4.13E-06,0,0,0,0,0,0,0,5.56E-08,0.000692773,0.072866128,5.85E-11,1.02E-09,7.347892655
MT: Hackschnitzelkessel 20-120 kW (EN15804 B6) Sphera,0.005518082,0.010911795,-0.005429981,3.63E-05,9.67E-14,0.000434901,2.56E-08,0.000207076,0.00226892,0.000587004,9.01E-10,0.150726926,0.000748263,4.53076173,0,4.53076173,0.150853406,0,0.150853406,0,0,0,2.75E-05,7.42E-12,0.007418298,4.21E-06,0,0,0,0,0,0,0,5.63E-08,0.000706201,0.07453078,5.94E-11,1.04E-09,7.44909702
"MT: Nutzung - Multisplit Klimagerät < 12 kW (SEER 3,2) Sphera",0.160269462,0.159774552,0.000484791,1.01E-05,2.93E-12,0.00016174,2.13E-07,5.73E-05,0.000631026,0.00016436,1.79E-08,2.455447347,0.01714164,0.995490242,0,0.995490242,2.45596087,0,2.45596087,0,0,0,0.000446586,3.39E-10,0.001019205,1.98E-05,0,0,0,0,0,0,0,1.64E-09,0.00369243,0.427223103,1.96E-11,2.08E-10,0.31987673
"MT: Nutzung - Raumklimagerät > 12 kW (SEER 4,7) Sphera",0.109830201,0.109491046,0.00033222,6.93E-06,2.01E-12,0.000110838,1.46E-07,3.93E-05,0.000432432,0.000112634,1.23E-08,1.682680352,0.011746902,0.682194172,0,0.682194172,1.683032261,0,1.683032261,0,0,0,0.000306038,2.33E-10,0.000698446,1.36E-05,0,0,0,0,0,0,0,1.12E-09,0.002530365,0.29276943,1.34E-11,1.43E-10,0.21920661
"MT: Nutzung - Split Klimagerät < 12 kW (SEER 3,5) Sphera",0.145658001,0.145208211,0.000440593,9.20E-06,2.66E-12,0.000146994,1.93E-07,5.21E-05,0.000573497,0.000149376,1.63E-08,2.231588899,0.015578869,0.904733297,0,0.904733297,2.232055606,0,2.232055606,0,0,0,0.000405871,3.08E-10,0.000926286,1.80E-05,0,0,0,0,0,0,0,1.49E-09,0.003355798,0.388273988,1.78E-11,1.89E-10,0.290714179
MT: Öl-Brennwertgerät  < 20 kW (Nutzung) Sphera,0.319095227,0.318723923,0.000364476,6.83E-06,2.35E-13,0.000650861,8.05E-08,9.85E-05,0.001080163,0.000346919,4.38E-09,4.483264451,0.001789607,0.090382417,0,0.090382417,4.494291444,0,4.494291444,0,0,0,5.60E-05,3.51E-11,0.000466688,6.33E-06,0,0,0,0,0,0,0,3.55E-09,0.000963886,3.078784161,5.70E-11,1.76E-09,0.036940868
MT: Öl-Brennwertgerät 120-400 kW (Nutzung) Sphera,0.300180011,0.29985032,0.00032369,6.00E-06,4.93E-14,0.000621075,6.50E-08,9.20E-05,0.00100855,0.000332085,3.27E-09,4.19603118,0.00068645,0.026732651,0,0.026732651,4.206689648,0,4.206689648,0,0,0,2.70E-05,1.33E-11,0.000390094,4.93E-06,0,0,0,0,0,0,0,3.34E-09,0.000708621,2.95858401,5.43E-11,1.69E-09,0.01624918
MT: Öl-Brennwertgerät 20-120 kW (Nutzung) Sphera,0.306083593,0.305741823,0.00033553,6.24E-06,1.00E-13,0.000630613,6.94E-08,9.40E-05,0.001030359,0.000338522,3.58E-09,4.283855259,0.000987996,0.044101372,0,0.044101372,4.29463863,0,4.29463863,0,0,0,3.49E-05,1.92E-11,0.000411825,5.32E-06,0,0,0,0,0,0,0,3.41E-09,0.000779671,2.998136927,5.52E-11,1.71E-09,0.021913035
MT: Öl-Niedertemperaturkessel < 20 kW (Nutzung) Sphera,0.357209899,0.356797083,0.000405234,7.58E-06,2.38E-13,0.000729965,8.85E-08,0.000110168,0.001208186,0.00038838,4.77E-09,5.016096034,0.001857154,0.092628594,0,0.092628594,5.028483197,0,5.028483197,0,0,0,5.89E-05,3.64E-11,0.000515297,6.94E-06,0,0,0,0,0,0,0,3.98E-09,0.001050029,3.45600114,6.39E-11,1.97E-09,0.038640528
MT: Öl-Niedertemperaturkessel 120-400 kW (Nutzung) Sphera,0.335169559,0.334801789,0.000361077,6.69E-06,5.19E-14,0.000693637,7.24E-08,0.000102685,0.001125985,0.0003708,3.63E-09,4.684796223,0.000748411,0.028793063,0,0.028793063,4.696702371,0,4.696702371,0,0,0,2.97E-05,1.44E-11,0.000434683,5.48E-06,0,0,0,0,0,0,0,3.73E-09,0.00078764,3.304609921,6.06E-11,1.89E-09,0.017808274
MT: Öl-Niedertemperaturkessel 20-120 kW (Nutzung) Sphera,0.342091802,0.341710845,0.000374005,6.95E-06,1.03E-13,0.000705287,7.70E-08,0.000104982,0.001151213,0.000378363,3.95E-09,4.786849859,0.001051761,0.04622177,0,0.04622177,4.798917234,0,4.798917234,0,0,0,3.77E-05,2.04E-11,0.000457712,5.89E-06,0,0,0,0,0,0,0,3.81E-09,0.00086099,3.354236789,6.18E-11,1.92E-09,0.02351752
MT: Pelletkessel < 20 kW (EN15804 B6) Sphera,0.030034515,0.029541423,0.000460385,3.27E-05,2.31E-13,0.000441822,2.33E-08,0.000210938,0.002313347,0.000586671,1.84E-09,0.44594258,0.002122613,5.21413245,0,5.21413245,0.446532716,0,0.446532716,0,0,0,8.51E-05,3.40E-12,0.005687739,2.22E-05,0,0,0,0,0,0,0,3.44E-08,0.003708806,0.218052109,3.32E-11,7.44E-10,5.075106246
MT: Pelletkessel 20-120 kW (EN15804 B6) Sphera,0.0258348,0.025342639,0.000460738,3.14E-05,1.61E-13,0.000423932,1.80E-08,0.000202816,0.002224225,0.000561739,1.45E-09,0.379499115,0.001691189,5.022263311,0,5.022263311,0.380059075,0,0.380059075,0,0,0,7.29E-05,-3.87E-12,0.005479854,2.11E-05,0,0,0,0,0,0,0,3.33E-08,0.003509343,0.201868773,3.17E-11,7.15E-10,4.902055714
MT: Prozessdampf aus Leichtöl (HFO) 85 % Sphera,0.106687914,0.106580185,0.000105746,1.98E-06,1.01E-14,0.000207622,1.98E-08,7.02E-05,0.000772565,0.000207014,1.05E-09,1.390278221,0.000257173,0.005511731,0,0.005511731,1.393818251,0,1.393818251,0,0,0,8.74E-06,4.96E-12,0.000262267,9.50E-07,0,0,0,0,0,0,0,1.44E-09,0.000119061,0.983181886,2.23E-11,5.69E-10,0.003538667
MT: Prozessdampf aus Leichtöl (HFO) 90 % Sphera,0.100762974,0.100661222,9.99E-05,1.87E-06,9.55E-15,0.000196092,1.87E-08,6.63E-05,0.000729657,0.000195517,9.95E-10,1.313061587,0.000242939,0.005213833,0,0.005213833,1.316404977,0,1.316404977,0,0,0,8.26E-06,4.69E-12,0.000255167,8.98E-07,0,0,0,0,0,0,0,1.36E-09,0.000112537,0.928567355,2.10E-11,5.38E-10,0.003348344
MT: Prozessdampf aus Leichtöl (HFO) 95 % Sphera,0.095461708,0.095365305,9.46E-05,1.78E-06,9.07E-15,0.000185776,1.77E-08,6.28E-05,0.000691267,0.00018523,9.43E-10,1.243972985,0.000230203,0.004947293,0,0.004947293,1.247140433,0,1.247140433,0,0,0,7.83E-06,4.44E-12,0.000248815,8.52E-07,0,0,0,0,0,0,0,1.29E-09,0.000106699,0.879701696,1.99E-11,5.10E-10,0.003178055
MT: Prozessdampf aus Schweröl (HFO) 85 % Sphera,0.1068877,0.106787518,9.83E-05,1.85E-06,9.92E-15,0.000522953,2.28E-08,7.14E-05,0.000783044,0.000228742,9.81E-10,1.29046215,0.00016735,0.005315267,0,0.005315267,1.293731662,0,1.293731662,0,0,0,6.48E-06,5.72E-12,0.000271109,8.87E-07,0,0,0,0,0,0,0,4.78E-09,0.000112051,0.93310624,2.27E-11,6.28E-10,0.00336899
MT: Prozessdampf aus Schweröl (HFO) 90 % Sphera,0.100951927,0.100857303,9.29E-05,1.75E-06,9.39E-15,0.000493905,2.15E-08,6.74E-05,0.000739557,0.000216039,9.27E-10,1.218794045,0.000158106,0.005028296,0,0.005028296,1.221881954,0,1.221881954,0,0,0,6.13E-06,5.41E-12,0.000263519,8.39E-07,0,0,0,0,0,0,0,4.51E-09,0.000105916,0.881276003,2.14E-11,5.93E-10,0.003188102
MT: Prozessdampf aus Schweröl (HFO) 95 % Sphera,0.095640943,0.095551291,8.80E-05,1.66E-06,8.91E-15,0.000467916,2.04E-08,6.39E-05,0.000700647,0.000204672,8.79E-10,1.154669598,0.000149836,0.004771532,0,0.004771532,1.157595018,0,1.157595018,0,0,0,5.81E-06,5.13E-12,0.000256727,7.96E-07,0,0,0,0,0,0,0,4.27E-09,0.000100427,0.834901324,2.03E-11,5.62E-10,0.003026253
MT: Strom aus Abfall ts,0.649841925,0.669315255,-0.019528693,5.54E-05,3.31E-13,0.001020994,2.88E-07,0.000385685,0.004760732,0.001001395,8.36E-09,0.950286929,0.269526298,0.127398382,0,0.127398382,0.949957476,0,0.949957476,0,0,0,0.006343538,3.40E-09,0.205836574,4.87E-05,0,0,0,0,0,0,0,4.18E-09,0.007313834,0.439174892,5.65E-11,5.56E-09,0.147660034
